,Epitope IRI,Object Type,Description,Epitope Modified Residue(s),Epitope Modification(s),Starting Position,Ending Position,Non-peptidic epitope IRI,Epitope Synonyms,Antigen Name,Antigen IRI,Parent Protein,Parent Protein IRI,Organism Name,Organism IRI,Parent Organism,Parent Organism IRI,Epitope Comments,Epitope Relationship,Object Type.1,Description.1,Starting Position.1,Ending Position.1,Non-peptidic object IRI,Synonyms,Antigen Name.1,Antigen IRI.1,Parent Protein.1,Parent Protein IRI.1,Organism Name.1,Organism IRI.1,Parent Organism.1,Parent Organism IRI.1,link_url_41
708,153918,Non-peptidic,dimethylallyl-UTP,,,,,http://purl.obolibrary.org/obo/CHEBI_62896,"uridine 5'-[P(3)-(3-methylbut-2-en-1-yl) trihydrogen triphosphate], dimethylallyl uridine-triphosphate, gamma,gamma-dimethylallyl uridine-triphosphate, gamma,gamma-dimethylallyl-UTP, prenyl uridine-triphosphate, prenyl-UTP",,,,,,,,,This compound is related to the isopentenyl pyrophosphate obtained from Mycobacterium smegmatis.,analog,Accession Non-Sequence Molecule,isopentenyl diphosphate(3-),,,http://purl.obolibrary.org/obo/CHEBI_128769,"3-methylbut-3-enyl diphosphate, 3-methylbut-3-enyl diphosphate trianion, 3-methylbut-3-enyl pyrophosphate, isopentenyl diphosphate, isopentenyl pyrophosphate",,,,,Mycolicibacterium smegmatis,http://purl.obolibrary.org/obo/NCBITaxon_1772,Mycolicibacterium smegmatis,http://purl.obolibrary.org/obo/NCBITaxon_1772,G06442CY 
709,153919,Non-peptidic,isopentenyl-UTP,,,,,http://purl.obolibrary.org/obo/CHEBI_62897,"uridine 5'-[P(3)-(3-methylbut-3-en-1-yl) trihydrogen triphosphate], isopentenyl uridine-triphosphate",,,,,,,,,This compound is related to the isopentenyl pyrophosphate obtained from Mycobacterium smegmatis.,analog,Accession Non-Sequence Molecule,isopentenyl diphosphate(3-),,,http://purl.obolibrary.org/obo/CHEBI_128769,"3-methylbut-3-enyl diphosphate, 3-methylbut-3-enyl diphosphate trianion, 3-methylbut-3-enyl pyrophosphate, isopentenyl diphosphate, isopentenyl pyrophosphate",,,,,Mycolicibacterium smegmatis,http://purl.obolibrary.org/obo/NCBITaxon_1772,Mycolicibacterium smegmatis,http://purl.obolibrary.org/obo/NCBITaxon_1772,G12684ZJ 
710,153920,Non-peptidic,ethyl-dTTP,,,,,http://purl.obolibrary.org/obo/CHEBI_62900,"thymidine 5'-(P(3)-ethyl trihydrogen triphosphate), ethyl 2'-deoxythymidine triphosphate, ethyl thymidine triphosphate, ethyl-TTP, gamma-ethyl 2'-deoxythymidine triphosphate, gamma-ethyl thymidine triphosphate, gamma-monoethyl 2'-deoxythymidine triphosphate, gamma-monoethyl thymidine triphosphate",,,,,,,,,This compound is related to the isopentenyl pyrophosphate obtained from Mycobacterium smegmatis.,analog,Accession Non-Sequence Molecule,isopentenyl diphosphate(3-),,,http://purl.obolibrary.org/obo/CHEBI_128769,"3-methylbut-3-enyl diphosphate, 3-methylbut-3-enyl diphosphate trianion, 3-methylbut-3-enyl pyrophosphate, isopentenyl diphosphate, isopentenyl pyrophosphate",,,,,Mycolicibacterium smegmatis,http://purl.obolibrary.org/obo/NCBITaxon_1772,Mycolicibacterium smegmatis,http://purl.obolibrary.org/obo/NCBITaxon_1772,G15743XF 
711,153921,Non-peptidic,ethyl-ddTTP,,,,,http://purl.obolibrary.org/obo/CHEBI_62902,"3'-deoxythymidine 5'-(P(3)-ethyl trihydrogen triphosphate), ethyl 2',3'-dideoxythymidine triphosphate, ethyl 3'-deoxythymidine triphosphate, gamma-ethyl 2',3'-dideoxythymidine triphosphate, gamma-ethyl 3'-deoxythymidine triphosphate, gamma-monoethyl 2',3'-dideoxythymidine triphosphate, gamma-monoethyl 3'-deoxythymidine triphosphate",,,,,,,,,This compound is related to the isopentenyl pyrophosphate obtained from Mycobacterium smegmatis.,analog,Accession Non-Sequence Molecule,isopentenyl diphosphate(3-),,,http://purl.obolibrary.org/obo/CHEBI_128769,"3-methylbut-3-enyl diphosphate, 3-methylbut-3-enyl diphosphate trianion, 3-methylbut-3-enyl pyrophosphate, isopentenyl diphosphate, isopentenyl pyrophosphate",,,,,Mycolicibacterium smegmatis,http://purl.obolibrary.org/obo/NCBITaxon_1772,Mycolicibacterium smegmatis,http://purl.obolibrary.org/obo/NCBITaxon_1772,G67944JB 
712,153922,Non-peptidic,ethyl-dUTP,,,,,http://purl.obolibrary.org/obo/CHEBI_62903,"2'-deoxyuridine 5'-(P(3)-ethyl trihydrogen triphosphate), ethyl 2'-deoxyuridine triphosphate, gamma-ethyl 2'-deoxyuridine triphosphate, gamma-monoethyl 2'-deoxyuridine triphosphate, monoethyl 2'-deoxyuridine-triphosphate",,,,,,,,,This compound is related to the isopentenyl pyrophosphate obtained from Mycobacterium smegmatis.,analog,Accession Non-Sequence Molecule,isopentenyl diphosphate(3-),,,http://purl.obolibrary.org/obo/CHEBI_128769,"3-methylbut-3-enyl diphosphate, 3-methylbut-3-enyl diphosphate trianion, 3-methylbut-3-enyl pyrophosphate, isopentenyl diphosphate, isopentenyl pyrophosphate",,,,,Mycolicibacterium smegmatis,http://purl.obolibrary.org/obo/NCBITaxon_1772,Mycolicibacterium smegmatis,http://purl.obolibrary.org/obo/NCBITaxon_1772,G15743XF 
713,153923,Non-peptidic,ethyl-UTP,,,,,http://purl.obolibrary.org/obo/CHEBI_62905,"uridine 5'-(P(3)-ethyl trihydrogen triphosphate), ethyl uridine triphosphate, gamma-ethyl uridine triphosphate, gamma-monoethyl uridine triphosphate, monoethyl uridine-triphosphate",,,,,,,,,This compound is related to the isopentenyl pyrophosphate obtained from Mycobacterium smegmatis.,analog,Accession Non-Sequence Molecule,isopentenyl diphosphate(3-),,,http://purl.obolibrary.org/obo/CHEBI_128769,"3-methylbut-3-enyl diphosphate, 3-methylbut-3-enyl diphosphate trianion, 3-methylbut-3-enyl pyrophosphate, isopentenyl diphosphate, isopentenyl pyrophosphate",,,,,Mycolicibacterium smegmatis,http://purl.obolibrary.org/obo/NCBITaxon_1772,Mycolicibacterium smegmatis,http://purl.obolibrary.org/obo/NCBITaxon_1772,G39287DS 
714,153924,Non-peptidic,ethyl-XTP,,,,,http://purl.obolibrary.org/obo/CHEBI_62906,"xanthosine 5'-(P(3)-ethyl trihydrogen triphosphate), ethyl xanthosine triphosphate, gamma-ethyl xanthosine triphosphate, gamma-monoethyl xanthosine triphosphate, monoethyl xanthosine-triphosphate",,,,,,,,,This compound is related to the isopentenyl pyrophosphate obtained from Mycobacterium smegmatis.,analog,Accession Non-Sequence Molecule,isopentenyl diphosphate(3-),,,http://purl.obolibrary.org/obo/CHEBI_128769,"3-methylbut-3-enyl diphosphate, 3-methylbut-3-enyl diphosphate trianion, 3-methylbut-3-enyl pyrophosphate, isopentenyl diphosphate, isopentenyl pyrophosphate",,,,,Mycolicibacterium smegmatis,http://purl.obolibrary.org/obo/NCBITaxon_1772,Mycolicibacterium smegmatis,http://purl.obolibrary.org/obo/NCBITaxon_1772,G39287DS 
715,153925,Non-peptidic,ethyl-ITP,,,,,http://purl.obolibrary.org/obo/CHEBI_62907,"ethyl inosine triphosphate, gamma-ethyl inosine triphosphate, gamma-monoethyl inosine triphosphate, inosine 5'-(P(3)-ethyl trihydrogen triphosphate), monoethyl uridine-triphosphate",,,,,,,,,This compound is related to the isopentenyl pyrophosphate obtained from Mycobacterium smegmatis.,analog,Accession Non-Sequence Molecule,isopentenyl diphosphate(3-),,,http://purl.obolibrary.org/obo/CHEBI_128769,"3-methylbut-3-enyl diphosphate, 3-methylbut-3-enyl diphosphate trianion, 3-methylbut-3-enyl pyrophosphate, isopentenyl diphosphate, isopentenyl pyrophosphate",,,,,Mycolicibacterium smegmatis,http://purl.obolibrary.org/obo/NCBITaxon_1772,Mycolicibacterium smegmatis,http://purl.obolibrary.org/obo/NCBITaxon_1772,G39287DS 
716,153926,Non-peptidic,ethyl-GTP,,,,,http://purl.obolibrary.org/obo/CHEBI_62908,"guanosine 5'-(P(3)-ethyl trihydrogen triphosphate), ethyl guanosine triphosphate, gamma-ethyl guanosine triphosphate, gamma-monoethyl guanosine triphosphate, monoethyl guanosine-triphosphate",,,,,,,,,This compound is related to the isopentenyl pyrophosphate obtained from Mycobacterium smegmatis.,analog,Accession Non-Sequence Molecule,isopentenyl diphosphate(3-),,,http://purl.obolibrary.org/obo/CHEBI_128769,"3-methylbut-3-enyl diphosphate, 3-methylbut-3-enyl diphosphate trianion, 3-methylbut-3-enyl pyrophosphate, isopentenyl diphosphate, isopentenyl pyrophosphate",,,,,Mycolicibacterium smegmatis,http://purl.obolibrary.org/obo/NCBITaxon_1772,Mycolicibacterium smegmatis,http://purl.obolibrary.org/obo/NCBITaxon_1772,G39287DS 
717,153927,Non-peptidic,ethyl-CTP,,,,,http://purl.obolibrary.org/obo/CHEBI_62909,"cytidine 5'-(P(3)-ethyl trihydrogen triphosphate), ethyl cytidine triphosphate, gamma-ethyl cytidine triphosphate, gamma-monoethyl cytidine triphosphate, monoethyl cytidine-triphosphate",,,,,,,,,This compound is related to the isopentenyl pyrophosphate obtained from Mycobacterium smegmatis.,analog,Accession Non-Sequence Molecule,isopentenyl diphosphate(3-),,,http://purl.obolibrary.org/obo/CHEBI_128769,"3-methylbut-3-enyl diphosphate, 3-methylbut-3-enyl diphosphate trianion, 3-methylbut-3-enyl pyrophosphate, isopentenyl diphosphate, isopentenyl pyrophosphate",,,,,Mycolicibacterium smegmatis,http://purl.obolibrary.org/obo/NCBITaxon_1772,Mycolicibacterium smegmatis,http://purl.obolibrary.org/obo/NCBITaxon_1772,G39287DS 
718,153928,Non-peptidic,ethyl-ATP,,,,,http://purl.obolibrary.org/obo/CHEBI_62910,"adenosine 5'-(P(3)-ethyl trihydrogen triphosphate), ethyl adenosine triphosphate, gamma-ethyl adenosine triphosphate, gamma-monoethyl adenosine triphosphate, monoethyl adenosine-triphosphate, O(5')-(3-ethoxy-1,2,3-trihydroxy[1]triphosphoryl)adenosine, triphosphoric acid 1-adenosin-5'-yl ester 3-ethyl ester",,,,,,,,,This compound is related to the isopentenyl pyrophosphate obtained from Mycobacterium smegmatis.,analog,Accession Non-Sequence Molecule,isopentenyl diphosphate(3-),,,http://purl.obolibrary.org/obo/CHEBI_128769,"3-methylbut-3-enyl diphosphate, 3-methylbut-3-enyl diphosphate trianion, 3-methylbut-3-enyl pyrophosphate, isopentenyl diphosphate, isopentenyl pyrophosphate",,,,,Mycolicibacterium smegmatis,http://purl.obolibrary.org/obo/NCBITaxon_1772,Mycolicibacterium smegmatis,http://purl.obolibrary.org/obo/NCBITaxon_1772,G39287DS 
719,153929,Non-peptidic,beta-D-galactosyl-(1->4)-beta-D-glucosyl-N-(2-hydroxydocosanoyl)sphingosine,,,,,http://purl.obolibrary.org/obo/CHEBI_62723,"N-[(2S,3R,4E)-1-{[beta-D-galactopyranosyl-(1->4)-beta-D-glucopyranosyl]oxy}-3-hydroxyoctadec-4-en-2-yl]-2-hydroxydocosanamide, 2-hydroxy-CDH, beta-lactosyl-N-(2-hydroxydocosanoyl)sphingosine, N-[(2S,3R,4E)-1-{[4-O-(beta-D-galactopyranosyl)-beta-D-glucopyranosyl]oxy}-3-hydroxyoctadec-4-en-2-yl]-2-hydroxydocosanamide",glycolipid,http://purl.obolibrary.org/obo/CHEBI_33563,,,Trypanosoma cruzi Y,https://ontology.iedb.org/ontology/ONTIE_0000260,Trypanosoma cruzi,http://purl.obolibrary.org/obo/NCBITaxon_5693,The epitope was deduced.,,,,,,,,,,,,,,,,G84224TW 
720,156221,Non-peptidic,beta-D-Gal-(1->3)-beta-D-GalNAc-(1->4)-[alpha-Neu5Gc-(2->3)]-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer,,,,,http://purl.obolibrary.org/obo/CHEBI_60323,"(2S,3R,4E)-2-alkanamido-3-hydroxyoctadec-4-en-1-yl 3,5-dideoxy-5-(glycoloylamino)-D-glycero-alpha-D-galacto-non-2-ulopyranonosyl-(2->3)-[beta-D-galactopyranosyl-(1->3)-2-acetamido-2-deoxy-beta-D-galactopyranosyl-(1->4)]-beta-D-galactopyranosyl-(1->4)-beta-D-glucopyranoside, (Gal)2 (GalNAc)1 (Glc)1 (Neu5Gc)1 (Cer)1, GM1(NeuGc), GM1-NeuGc, GM1(NeuGc)",,,,,Bos taurus,http://purl.obolibrary.org/obo/NCBITaxon_9913,Bos taurus,http://purl.obolibrary.org/obo/NCBITaxon_9913,,,,,,,,,,,,,,,,,G24034CH 
721,156486,Non-peptidic,alpha-D-Kdo-(2->8)-alpha-D-Kdo-(2->4)-alpha-D-Kdo-(2->6)-D-GlcNAc,,,,,http://purl.obolibrary.org/obo/CHEBI_60316,"3-deoxy-alpha-D-manno-oct-2-ulopyranonosyl-(2->8)-3-deoxy-alpha-D-manno-oct-2-ulopyranonosyl-(2->4)-3-deoxy-alpha-D-manno-oct-2-ulopyranonosyl-(2->6)-2-acetamido-2-deoxy-D-glucopyranose, alpha-Kdo-(2->8)-alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-GlcNAc, Kdoalpha2-8Kdoalpha2-8Kdoalpha2-6GlcNAc",lipopolysaccharide,http://purl.obolibrary.org/obo/CHEBI_16412,,,Chlamydiae,http://purl.obolibrary.org/obo/NCBITaxon_204428,Chlamydiae,http://purl.obolibrary.org/obo/NCBITaxon_204428,,,,,,,,,,,,,,,,,G38303WG 
722,156487,Non-peptidic,alpha-D-Kdo-(2->8)-[alpha-D-Kdo-(2->4)]-alpha-D-Kdo-(2->4)-alpha-D-Kdo-(2->6)-beta-D-GlcNAc4P-(1->6)-alpha-D-GlcNAc,,,,,http://purl.obolibrary.org/obo/CHEBI_60391,"3-deoxy-alpha-D-manno-oct-2-ulopyranonosyl-(2->4)-[3-deoxy-alpha-D-manno-oct-2-ulopyranonosyl-(2->8)]-3-deoxy-alpha-D-manno-oct-2-ulopyranonosyl-(2->4)-3-deoxy-alpha-D-manno-oct-2-ulopyranonosyl-(2->6)-2-acetamido-2-deoxy-4-O-phosphono-beta-D-glucopyranosyl-(1->6)-2-acetamido-2-deoxy-1-alpha-D-glucopyranose, Kdo(2->8)[Kdo(2->4)]Kdo(2->4)Kdo(2->6)GlcNAc4P(1->6)GlcNAcol",lipopolysaccharide,http://purl.obolibrary.org/obo/CHEBI_16412,,,Chlamydiae,http://purl.obolibrary.org/obo/NCBITaxon_204428,Chlamydiae,http://purl.obolibrary.org/obo/NCBITaxon_204428,Hexasaccharide 4-phosphate is[Kdo(2->4)][Kdo(2->8)]Kdo(2->4)Kdo(2->6)GlcNAc4P(1->6)GlcNAcol.,,,,,,,,,,,,,,,,G73502EA 
723,156488,Non-peptidic,ciguatoxin JKLM ring fragment,,,,,http://purl.obolibrary.org/obo/CHEBI_60927,"1-[(2R,3S,4S,4'S,4aR,5aS,7R,8S,9aR,10S,11S,11aS)-4',7,11-trihydroxy-3,4,10-trimethyldodecahydro-3H,3'H-spiro[dipyrano[3,2-b:2',3'-f]oxepine-2,2'-furan]-8-yl]acetone, JKLM ring",ciguatoxin CTX1B,http://purl.obolibrary.org/obo/CHEBI_36467,,,Gambierdiscus toxicus,http://purl.obolibrary.org/obo/NCBITaxon_373098,Gambierdiscus toxicus,http://purl.obolibrary.org/obo/NCBITaxon_373098,,,,,,,,,,,,,,,,,G76772RR 
724,156489,Non-peptidic,beta-(1->6)-galactotriose,,,,,http://purl.obolibrary.org/obo/CHEBI_61765,"beta-D-galactopyranosyl-(1->6)-beta-D-galactopyranosyl-(1->6)-beta-D-galactopyranose, (Gal)3, beta-D-Gal-(1->6)-beta-D-Gal-(1->6)-beta-D-Gal, beta-D-galactosyl-(1->6)-beta-D-galactosyl-(1->6)-beta-D-galactose, beta-D-Galp-(1->6)-beta-D-Galp-(1->6)-beta-D-Galp, WURCS=2.0/1,3,2/[a2112h-1b_1-5]/1-1-1/a6-b1_b6-c1",arabinogalactan,http://purl.obolibrary.org/obo/CHEBI_27569,,,Pinaceae,http://purl.obolibrary.org/obo/NCBITaxon_3318,Pinaceae,http://purl.obolibrary.org/obo/NCBITaxon_3318,,,,,,,,,,,,,,,,,G29570QA 
725,156490,Non-peptidic,4-O-Me-beta-D-GlcpA-(1->6)-beta-D-Galp-(1->6)-beta-D-Galp-(1->6)-beta-D-Galp-(1->6)-D-Galp,,,,,http://purl.obolibrary.org/obo/CHEBI_61767,"4-O-methyl-beta-D-glucopyranuronosyl-(1->6)-beta-D-galactopyranosyl-(1->6)-beta-D-galactopyranosyl-(1->6)-beta-D-galactopyranosyl-(1->6)-D-galactopyranose, (Gal)4 (GlcA4Me)1, 4-O-Me-beta-D-GlcA-(1->6)-beta-D-Gal-(1->6)-beta-D-Gal-(1->6)-beta-D-Gal-(1->6)-D-Gal, 4-O-methyl-beta-D-glucuronosyl-(1->6)-beta-D-galactosyl-(1->6)-beta-D-galactosyl-(1->6)-beta-D-galactosyl-(1->6)-D-galactose",,,,,Raphanus sativus,http://purl.obolibrary.org/obo/NCBITaxon_3726,Raphanus sativus,http://purl.obolibrary.org/obo/NCBITaxon_3726,,,,,,,,,,,,,,,,,G51610OT 
726,156491,Non-peptidic,beta-(1->6)-galactotetraitol,,,,,http://purl.obolibrary.org/obo/CHEBI_61768,"beta-D-galactopyranosyl-(1->6)-beta-D-galactopyranosyl-(1->6)-beta-D-galactopyranosyl-(1->6)-D-galactitol, beta-D-Gal-(1->6)-beta-D-Gal-(1->6)-beta-D-Gal-(1->6)-D-galactitol, beta-D-galactosyl-(1->6)-beta-D-galactosyl-(1->6)-beta-D-galactosyl-(1->6)-D-galactitol, beta-D-Galp-(1->6)-beta-D-Galp-(1->6)-beta-D-Galp-(1->6)-D-galactitol",,,,,,,,,,analog,Fragment of a Natural Non-Sequence Molecule,beta-D-Galp-(1->6)-beta-D-Galp-(1->6)-beta-D-Galp-(1->6)-D-Galp,,,http://purl.obolibrary.org/obo/CHEBI_62999,"(1:(Gal)4, beta-(1->6)-galactotetraose, beta-D-Gal-(1->6)-beta-D-Gal-(1->6)-beta-D-Gal-(1->6)-D-Gal, beta-D-galactosyl-(1->6)-beta-D-galactosyl-(1->6)-beta-D-galactosyl-(1->6)-D-galactose, Galbeta1-6Galbeta1-6Galbeta1-6Gal), (2:AG, Arabinogalactan, Arabinogalactoglycan, D-Galacto-L-arabinan, Galactoarabinan)",arabinogalactan,http://purl.obolibrary.org/obo/CHEBI_27569,,,Anogeissus,,Anogeissus,https://ontology.iedb.org/taxon/10002337,G49015IC 
727,156492,Non-peptidic,beta-(1->6)-galactotriitol,,,,,http://purl.obolibrary.org/obo/CHEBI_61769,"beta-D-galactopyranosyl-(1->6)-beta-D-galactopyranosyl-(1->6)-D-galactitol, beta-D-Gal-(1->6)-beta-D-Gal-(1->6)-D-galactitol, beta-D-galactosyl-(1->6)-beta-D-galactosyl-(1->6)-D-galactitol, beta-D-Galp-(1->6)-beta-D-Galp-(1->6)-D-galactitol",,,,,,,,,,analog,Fragment of a Natural Non-Sequence Molecule,beta-D-Galp-(1->6)-beta-D-Galp-(1->6)-beta-D-Galp-(1->6)-D-Galp,,,http://purl.obolibrary.org/obo/CHEBI_62999,"(1:(Gal)4, beta-(1->6)-galactotetraose, beta-D-Gal-(1->6)-beta-D-Gal-(1->6)-beta-D-Gal-(1->6)-D-Gal, beta-D-galactosyl-(1->6)-beta-D-galactosyl-(1->6)-beta-D-galactosyl-(1->6)-D-galactose, Galbeta1-6Galbeta1-6Galbeta1-6Gal), (2:AG, Arabinogalactan, Arabinogalactoglycan, D-Galacto-L-arabinan, Galactoarabinan)",arabinogalactan,http://purl.obolibrary.org/obo/CHEBI_27569,,,Anogeissus,,Anogeissus,https://ontology.iedb.org/taxon/10002337,G02298GE 
728,156493,Non-peptidic,beta-(1->6)-galactobiose,,,,,http://purl.obolibrary.org/obo/CHEBI_61770,"beta-D-galactopyranosyl-(1->6)-beta-D-galactopyranose, 6-O-beta-D-galactopyranosyl-beta-D-galactopyranose, beta-D-Gal-(1->6)-beta-D-Gal, beta-D-galactosyl-(1->6)-beta-D-galactose, beta-D-Galp-(1->6)-beta-D-Galp, Galb1-6Galb, Galbeta1-6Galbeta, WURCS=2.0/1,2,1/[a2112h-1b_1-5]/1-1/a6-b1",arabinogalactan,http://purl.obolibrary.org/obo/CHEBI_27569,,,Pinaceae,http://purl.obolibrary.org/obo/NCBITaxon_3318,Pinaceae,http://purl.obolibrary.org/obo/NCBITaxon_3318,,,,,,,,,,,,,,,,,G08539FO 
729,156494,Non-peptidic,beta-(1->3)-galactotriose,,,,,http://purl.obolibrary.org/obo/CHEBI_61771,"beta-D-galactopyranosyl-(1->3)-beta-D-galactopyranosyl-(1->3)-beta-D-galactopyranose, (Gal)3, beta-D-Gal-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal, beta-D-galactosyl-(1->3)-beta-D-galactosyl-(1->3)-beta-D-galactose, beta-D-Galp-(1->3)-beta-D-Galp-(1->3)-beta-D-Galp, WURCS=2.0/1,3,2/[a2112h-1b_1-5]/1-1-1/a3-b1_b3-c1",arabinogalactan,http://purl.obolibrary.org/obo/CHEBI_27569,,,Pinaceae,http://purl.obolibrary.org/obo/NCBITaxon_3318,Pinaceae,http://purl.obolibrary.org/obo/NCBITaxon_3318,,,,,,,,,,,,,,,,,G59103JC 
730,156495,Non-peptidic,beta-(1->3)-galactobiose,,,,,http://purl.obolibrary.org/obo/CHEBI_61772,"beta-D-galactopyranosyl-(1->3)-beta-D-galactopyranose, 3-O-beta-D-galactopyranosyl-beta-D-galactopyranose, beta-D-Gal-(1->3)-beta-D-Gal, beta-D-galactosyl-(1->3)-beta-D-galactose, beta-D-Galp-(1->3)-beta-D-Galp, Galb1-3Galb, Galbeta1-3Galbeta, WURCS=2.0/1,2,1/[a2112h-1b_1-5]/1-1/a3-b1",arabinogalactan,http://purl.obolibrary.org/obo/CHEBI_27569,,,Pinaceae,http://purl.obolibrary.org/obo/NCBITaxon_3318,Pinaceae,http://purl.obolibrary.org/obo/NCBITaxon_3318,,,,,,,,,,,,,,,,,G95894VW 
731,156496,Non-peptidic,beta-(1->4)-galactotriose,,,,,http://purl.obolibrary.org/obo/CHEBI_40896,"beta-D-galactopyranosyl-(1->4)-beta-D-galactopyranosyl-(1->4)-beta-D-galactopyranose, beta-D-Gal-(1->4)-beta-D-Gal-(1->4)-beta-D-Gal, beta-D-galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-galactose, beta-D-Galp-(1->4)-beta-D-Galp-(1->4)-beta-D-Galp, WURCS=2.0/1,3,2/[a2112h-1b_1-5]/1-1-1/a4-b1_b4-c1",arabinogalactan,http://purl.obolibrary.org/obo/CHEBI_27569,,,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,Glycine max,http://purl.obolibrary.org/obo/NCBITaxon_3847,,,,,,,,,,,,,,,,,G06996VN 
732,156497,Non-peptidic,alpha-L-Araf-(1->3)-beta-D-Galp-(1->6)-D-Galp,,,,,http://purl.obolibrary.org/obo/CHEBI_61773,"alpha-L-arabinofuranosyl-(1->3)-beta-D-galactopyranosyl-(1->6)-D-galactopyranose, alpha-L-Ara-(1->3)-beta-D-Gal-(1->6)-D-Gal, alpha-L-arabinosyl-(1->3)-beta-D-galactosyl-(1->6)-D-galactose",,,,,,,,,,,,,,,,,,,,,,,,,G37168BU 
733,156499,Non-peptidic,alpha-L-Fucp-(1->2)-beta-D-Galp-(1->4)-beta-D-GlcpNAc-(1->3)-beta-D-Galp-(1->4)-D-Glcp,,,,,http://purl.obolibrary.org/obo/CHEBI_62471,"alpha-L-fucopyranosyl-(1->2)-beta-D-galactopyranosyl-(1->4)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranosyl-(1->4)-D-glucopyranose, (Gal)2 (Glc)1 (GlcNAc)1 (LFuc)1, 6-deoxy-alpha-L-galactopyranosyl-(1->2)-beta-D-galactopyranosyl-(1->4)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranosyl-(1->4)-D-glucopyranose, alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-D-Glc, alpha-L-fucosyl-(1->2)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-D-glucose, Fucalpha1->2Galbeta1->4GlcNAcbeta1->3Galbeta1->4Glc, WURCS=2.0/4,5,4/[a2122h-1x_1-5][a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O][a1221m-1a_1-5]/1-2-3-2-4/a4-b1_b3-c1_c4-d1_d2-e1, Fucalpha1-2Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glc",,,,,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,"The epitope structure was found in the cited reference, Clausen et al, J Biol Chem: 261(3) 1986 [PMID: 3944091].",,,,,,,,,,,,,,,,G42553JB 
734,156500,Non-peptidic,alpha-L-Fucp-(1->2)-beta-D-Galp-(1->4)-beta-D-GlcpNAc-(1->3)-beta-D-Galp-(1->4)-beta-D-GlcpNAc-(1->3)-beta-D-Galp-(1->4)-D-Glcp,,,,,http://purl.obolibrary.org/obo/CHEBI_62475,"(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)1, 6-deoxy-alpha-L-galactopyranosyl-(1->2)-beta-D-galactopyranosyl-(1->4)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranosyl-(1->4)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranosyl-(1->4)-D-glucopyranose, alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-D-Glc, alpha-L-fucopyranosyl-(1->2)-beta-D-galactopyranosyl-(1->4)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranosyl-(1->4)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranosyl-(1->4)-D-glucopyranose, alpha-L-fucosyl-(1->2)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-D-glucose, Fucalpha1->2Galbeta1->4GlcNAcbeta1->3Galbeta1->4GlcNAcbeta1->3Galbeta1->4Glc, WURCS=2.0/4,7,6/[a2122h-1x_1-5][a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O][a1221m-1a_1-5]/1-2-3-2-3-2-4/a4-b1_b3-c1_c4-d1_d3-e1_e4-f1_f2-g1, Fucalpha1-2Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcNAcbeta 1-3Galbeta 1-4Glc ",,,,,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,Homo sapiens,http://purl.obolibrary.org/obo/NCBITaxon_9606,"The epitope structure was found in the cited reference, Clausen et al, J Biol Chem: 261(3) 1986 [PMID: 3944091].",,,,,,,,,,,,,,,,G94097TZ 
